Quote on 1/12/16 15:55:27

NASDAQ
Symbol,Last,,Quote Trend,%Change,Volume,Net Chng,Bid,Ask,BS,AS,Open,High,Low,52High,52Low,Shares,Description
QSII,17.20,Uptrend,"instrument=QSII
trend=[null, GREEN, RED, GREEN, RED, GREEN, RED, null, null, null]
headPointer=6
separatorPointer=6
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.63%,"750,758",+.44,16.75,17.99,1,3,16.92,17.23,16.66,18.75,12.00,"60,862,500",QUALITY SYSTEMS INC COM
QSEP,.179,N/A,"instrument=QSEP
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.56%,"245,426",+.001,.156,.179,"5,000","10,000",.170,.179,.150,.505,.130,"183,171,580",QS ENERGY INC COM
QRHC,.60,N/A,"instrument=QRHC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-3.40%,"70,502",-.0211,.49,1.80,1,1,.6579,.6593,.60,1.515,.455,"111,714,938",QUEST RESOURCE HOLDING CORP COM
QQQX,17.73,N/A,"instrument=QQQX
trend=[null, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, null, null, null]
headPointer=6
separatorPointer=6
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.39%,"216,660",-.07,17.55,17.94,1,1,17.89,18.1396,17.59,19.98,14.85,"18,509,928",NUVEEN NASDAQ 100 DYNAMIC OVERWRTE FD
QNST,3.86,Downtrend,"instrument=QNST
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.26%,"158,744",+.01,3.20,4.53,1,1,3.91,4.0855,3.77,6.83,3.60,"45,015,511",QUINSTREET INC COM
QLTI,2.43,Range Bound,"instrument=QLTI
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.22%,"81,372",-.03,2.00,2.55,5,10,2.48,2.53,2.41,4.86,2.40,"52,829,398",QLT INC COM
QLIK,28.66,Range Bound,"instrument=QLIK
trend=[null, GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.07%,"1,430,960",+.02,28.68,29.75,10,3,28.90,29.30,27.83,42.90,27.55,"93,011,105",QLIK TECHNOLOGIES INC COM
QLGC,11.68,Range Bound,"instrument=QLGC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+3.27%,"713,682",+.37,9.78,12.96,4,9,11.42,11.70,11.345,15.93,8.37,"83,836,000",QLOGIC CORP COM
QIWI,16.02,Range Bound,"instrument=QIWI
trend=[null, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, null, null, null]
headPointer=6
separatorPointer=6
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.38%,"209,123",+.06,15.87,17.49,1,1,16.26,16.42,15.88,35.45,14.85,"54,561,370",QIWI PLC ADR
QGEN,22.63,Downtrend,"instrument=QGEN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-2.25%,"2,685,036",-.52,18.78,22.64,1,28,22.35,22.73,22.26,28.53,22.41,"232,827,000",QIAGEN N.V. COM NL0000240000
QDEL,17.31,Downtrend,"instrument=QDEL
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-2.70%,"411,035",-.48,12.80,21.87,0,1,17.91,18.076,16.94,28.52,16.71,"33,254,841",QUIDEL CORP COM
QCRH,22.85,Range Bound,"instrument=QCRH
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.79%,"62,895",+.18,16.21,28.76,0,1,22.80,23.00,22.40,24.90,17.03,"11,741,029",QCR HOLDINGS INC COM
QADA,19.56,Range Bound,"instrument=QADA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.15%,"47,925",-.03,16.20,22.91,1,1,19.75,19.75,19.18,28.71,17.05,"18,769,964",QAD INC CLASS A
PYDS,2.0899,N/A,"instrument=PYDS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.95%,"84,550",+.0399,2.0600,2.1800,0,3,2.1200,2.1700,2.0600,6.599967,1.7800,"12,374,537",PAYMENT DATA SYSTEMS INC COM
PXLW,2.12,Downtrend,"instrument=PXLW
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.85%,"199,207",-.04,1.75,2.20,1,5,2.19,2.30,2.08,7.13,2.07,"27,622,281",PIXELWORKS INC COM
PVHO,.0651,N/A,"instrument=PVHO
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-18.63%,"328,000",-.0149,.0600,.0990,"10,000","10,000",.0700,.0799,.0651,.1190,.0390,"76,855,376",PROVISION HOLDING INC COM
PVCT,.3601,N/A,"instrument=PVCT
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-3.48%,"265,106",-.013,.3601,.6500,0,7,.4100,.4100,.3600,.9900,.3210,"204,637,140",PROVECTUS BIOPHARMACEUTICALS I COM
PURE,1.4500,N/A,"instrument=PURE
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-3.33%,"221,785",-.05,1.4400,1.4600,100,100,1.5200,1.5300,1.3800,1.5500,.3421,"59,655,819",PURE BIOSCIENCE INC COM
PTXP,12.00,N/A,"instrument=PTXP
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-4.15%,"50,564",-.52,.01,17.79,0,5,12.77,12.77,11.86,21.02,12.0937,"40,000,000",PENNTEX MIDSTREAM PARTNERS LP
PTRA,.10,N/A,"instrument=PTRA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+8.11%,"36,138",+.0075,.08,.10,"73,300","5,000",.09,.11,.085,4.725,.08,"26,993,640",PETRO TERRA CORP COM
PTOI,.031,N/A,"instrument=PTOI
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.27%,"92,000",-.0004,.030,.033,"10,000","10,000",.0296,.031,.0296,.100,.0305,"124,756,158",PLASTIC2OIL INC COM
PTIE,1.67,Range Bound,"instrument=PTIE
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,"64,803",0,1.22,1.94,0,43,1.69,1.73,1.66,3.65,1.53,"45,756,117",PAIN THERAPEUTICS INC COM
PTEN,13.12,Range Bound,"instrument=PTEN
trend=[null, RED, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.23%,"5,622,168",+.16,13.00,25.08,1,1,13.10,13.63,12.59,23.11,12.805,"147,178,930",PATTERSON-UTI ENERGY INC COM
PTCT,23.87,Downtrend,"instrument=PTCT
trend=[null, RED, GREEN, RED, GREEN, RED, GREEN, null, null, null]
headPointer=6
separatorPointer=6
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.98%,"755,493",+.69,21.58,23.87,1,1,23.32,24.54,22.03,78.72,22.61,"34,271,694",PTC THERAPEUTICS INC COM
PSUN,.1939,Downtrend,"instrument=PSUN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.46%,"473,349",-.0009,.1400,.2532,0,131,.1900,.2300,.1800,3.0500,.1900,"70,121,374",PACIFIC SUNWEAR CALIF INC COM
PSTI,.96,Downtrend,"instrument=PSTI
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.17%,"341,589",+.0111,.88,1.00,3,26,.989,1.02,.9211,3.78,.9074,"79,316,182",PLURISTEM THERAPEUTICS INC COM
PSTG,14.02,Downtrend,"instrument=PSTG
trend=[null, RED, GREEN, RED, GREEN, RED, GREEN, null, null, null]
headPointer=6
separatorPointer=6
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",0.00%,"796,245",0,13.21,16.45,6,2,14.19,14.40,13.84,20.60,12.26,"190,140,400",PURE STORAGE INC COM CL A
PSTB,7.49,Range Bound,"instrument=PSTB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.27%,"226,343",+.02,6.20,7.64,1,4,7.50,7.55,7.1639,8.20,6.45,"44,861,405",PARK STERLING CORP COM
PSLV,5.27,N/A,"instrument=PSLV
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.94%,"324,039",-.05,5.25,6.00,3,2,5.31,5.31,5.26,7.40,5.23,"127,359,790",SPROTT PHYS SILVER SPROTT PHYSICAL SILVER TRUST
PSIX,13.27,N/A,"instrument=PSIX
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-8.17%,"141,805",-1.18,11.00,15.54,1,1,14.73,15.495,13.25,69.79,13.81,"10,752,105",POWER SOLUTIONS INTERNATIONAL COM
PSEC,6.35,Range Bound,"instrument=PSEC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-3.20%,"8,269,113",-.21,6.33,6.36,10,2,6.58,6.60,6.135,8.85,5.30,"355,211,650",PROSPECT CAPITAL CORPORATION COM
PSDV,3.74,Range Bound,"instrument=PSDV
trend=[null, RED, GREEN, RED, GREEN, RED, GREEN, null, null, null]
headPointer=6
separatorPointer=6
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-4.35%,"221,212",-.17,3.61,4.28,1,10,3.97,4.05,3.67,5.81,3.23,"29,417,365",PSIVIDA CORP COM
PRTY,12.26,Range Bound,"instrument=PRTY
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+2.34%,"377,860",+.28,12.25,17.00,0,1,12.14,12.33,12.02,22.60,10.95,"119,258,374",PARTY CITY HOLDCO INC COM
PRTK,16.67,Range Bound,"instrument=PRTK
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.95%,"47,981",-.16,14.14,25.00,1,1,17.28,17.39,16.05,33.35,15.015,"17,608,615",PARATEK PHARMACEUTICALS INC COM
PRSN,.0988,Downtrend,"instrument=PRSN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-17.67%,"786,082",-.0212,.0400,.2600,100,10,.1000,.1200,.0800,7.6000,.1013,"9,766,323",PERSEON CORPORATION COM
PRQR,7.23,N/A,"instrument=PRQR
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,"48,542",0,6.50,11.75,1,2,7.28,7.61,7.17,27.60,6.69,"23,345,838",PROQR THERAPEUTICS NV ORD
PROV,18.95,N/A,"instrument=PROV
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.01%,"32,306",+.19,13.35,20.90,0,1,18.73,18.95,18.73,19.19,15.00,"8,432,678",PROVIDENT FINANCIAL HLDGS COM
PROP,.0730,N/A,"instrument=PROP
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-8.75%,"134,416",-.007,.0700,.0900,"10,000","10,000",.0849,.0870,.0715,.2484,.0500,"268,558,930",PROPELL TECHNOLOGIES GROUP INC COM
PRMW,9.02,Range Bound,"instrument=PRMW
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.01%,"169,084",+.09,8.50,10.61,10,1,9.02,9.31,8.76,9.70,3.90,"25,783,433",PRIMO WATER CORPORATION COM
PRKR,.260,Uptrend,"instrument=PRKR
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+4.00%,"240,550",+.01,.115,.300,5,192,.242,.270,.235,1.120,.1457,"98,882,362",PARKERVISION INC COM
PRKA,.0610,N/A,"instrument=PRKA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-7.58%,"914,610",-.005,.0549,.0700,"20,000","10,000",.0660,.0660,.0610,.0900,.0100,"74,381,537",PARKS! AMERICA INC COM
PRIM,19.94,Range Bound,"instrument=PRIM
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.25%,"159,362",-.05,16.55,23.36,1,1,20.27,20.28,19.56,23.90,15.97,"51,675,569",PRIMORIS SERVICE CORPORATION COM
PRGS,22.60,Range Bound,"instrument=PRGS
trend=[RED, RED, GREEN, GREEN, RED, GREEN, RED, RED, RED, GREEN]
headPointer=3
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-3.25%,"750,899",-.76,22.18,23.14,1,4,23.53,23.65,22.52,30.57,21.94,"50,215,798",PROGRESS SOFTWARE CORP COM
PRGN,.1351,Uptrend,"instrument=PRGN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.07%,"42,446",+.0001,.1000,.1800,20,40,.1418,.1600,.1351,2.3399,.0800,"25,144,685",PARAGON SHIPPING INC COM
PRGB,.2500,N/A,"instrument=PRGB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+25.00%,"104,100",+.05,.0001,.5000,"10,000","2,500",.2500,.2500,.2400,.7200,.1000,"120,589,694",PROTEA BIOSCIENCES GROUP INC COM
PRFT,16.42,Range Bound,"instrument=PRFT
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.67%,"186,645",-.11,13.62,19.24,1,1,16.80,16.81,16.0535,21.57,14.90,"35,321,578",PERFICIENT INC COM
PRDC,.0600,N/A,"instrument=PRDC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+39.53%,"150,000",+.017,.0430,.1000,"10,000","5,000",.0600,.0600,.0600,.1000,.0050,"323,202,300",PARADIGM RESOURCE MGMT CORP COM
PRCP,7.41,Range Bound,"instrument=PRCP
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.14%,"30,567",+.01,5.45,9.28,5,0,7.18,7.79,7.18,14.21,6.57,"9,371,599",PERCEPTRON INC COM
PRAN,.6500,Downtrend,"instrument=PRAN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-2.88%,"37,620",-.0193,.6000,.6600,2,2,.6600,.6900,.6324,1.8500,.6100,"53,389,147",PRANA BIOTECHNOLOGY LTD ADR
PPMT,.10,N/A,"instrument=PPMT
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+53.37%,"40,300",+.0348,.05,.65,"10,000","1,000",.06815,.10,.0652,.50,.05,"5,430,279",PROFIT PLANNERS MGMT INC COM
PPMD,.0400,N/A,"instrument=PPMD
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+17.65%,"60,400",+.006,.0252,.0450,"10,000","10,000",.0340,.0400,.0340,.1000,.00035,0,PROTIDE PHARMACEUTICALS INC COM
PPHM,1.06,Downtrend,"instrument=PPHM
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.93%,"1,531,662",-.01,1.02,1.17,1,1,1.07,1.10,1.02,1.66,.9113,"229,701,810",PEREGRINE PHARMACEUTICALS INC COM
PPBI,19.46,Range Bound,"instrument=PPBI
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.82%,"98,707",-.36,16.14,22.78,1,1,20.00,20.00,19.07,23.975,14.85,"21,510,678",PACIFIC PREMIER BANCORP INC COM
POZN,6.01,Downtrend,"instrument=POZN
trend=[null, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, null, null, null, null, null]
headPointer=4
separatorPointer=4
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.50%,"405,905",+.03,5.51,6.49,1,1,6.03,6.39,5.88,12.69,5.49,"32,777,754",POZEN INC COM
POWR,12.21,Downtrend,"instrument=POWR
trend=[null, RED, GREEN, RED, GREEN, RED, GREEN, null, null, null]
headPointer=6
separatorPointer=6
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+0.66%,"217,685",+.08,10.13,13.00,1,1,12.30,12.46,11.86,16.94,9.10,"22,483,912",POWERSECURE INTL INC COM
POWL,24.77,Range Bound,"instrument=POWL
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-2.98%,"62,174",-.76,20.53,29.06,1,1,25.71,26.571,24.62,45.11,24.95,"11,414,584",POWELL INDUSTRIES INC COM
PNPL,6.00,N/A,"instrument=PNPL
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-14.16%,"43,076",-.99,5.25,6.20,100,100,7.99,8.00,4.65,12.05,.02,"53,765,978",PINEAPPLE EXPRESS INC COM
PNNT,5.72,Downtrend,"instrument=PNNT
trend=[null, RED, GREEN, RED, GREEN, null, null, null, null, null]
headPointer=4
separatorPointer=4
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-3.87%,"611,800",-.23,5.46,6.50,4,19,6.00,6.01,5.53,9.79,5.83,"72,966,043",PENNANT INVESTMENT CORP COM
PMTS,9.88,Range Bound,"instrument=PMTS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-4.73%,"632,761",-.49,7.54,10.05,5,1,10.23,10.38,9.68,13.50,8.42,"56,476,116",CPI CARD GROUP INC COM
PMCS,11.63,Range Bound,"instrument=PMCS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.61%,"1,946,025",+.07,11.57,11.80,4,1,11.61,11.665,11.54,12.08,5.65,"198,759,060",PMC-SIERRA INC COM
PMCB,.0710,N/A,"instrument=PMCB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-5.96%,"873,099",-.0045,.0700,.0710,"241,200","10,000",.0760,.0780,.0695,.2615,.0385,"750,826,820",PHARMACYTE BIOTECH INC COM
PMBC,7.1600,N/A,"instrument=PMBC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+2.14%,"34,216",+.15,7.1200,9.0700,6,0,7.0900,7.1700,6.8500,7.9400,6.1600,"22,809,211",PACIFIC MERCANTILE BANCORP COM
PLZZ,3.65,N/A,"instrument=PLZZ
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.39%,"36,900",+.05,3.60,3.79,200,100,3.62,3.79,3.62,5.00,3.50,0,PLAZA BANCORP COM
PLUG,1.81,Downtrend,"instrument=PLUG
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-2.16%,"1,813,674",-.04,1.76,1.80,8,3,1.86,1.92,1.75,3.38,1.555,"179,984,930",PLUG POWER INC COM
PLPM,2.82,N/A,"instrument=PLPM
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-3.75%,"111,684",-.11,2.75,2.98,5,3,2.93,2.957,2.79,3.25,1.4501,"53,667,947",PLANET PAYMENT INC COM
PLPL,.0450,N/A,"instrument=PLPL
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-4.26%,"232,503",-.002,.0423,.0480,"10,000","10,000",.0470,.0475,.0423,.2970,.0448,"160,519,940",PLANDAI BIOTECHNOLOGY INC COM
PLOW,18.20,Downtrend,"instrument=PLOW
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.87%,"124,737",-.16,15.73,18.80,1,24,18.47,18.618,18.05,24.475,18.18,"22,387,797",DOUGLAS DYNAMICS INC COM
PLNT,15.42,Range Bound,"instrument=PLNT
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.32%,"186,726",-.05,15.35,16.00,21,5,15.61,15.67,15.19,20.68,13.65,"98,709,740",PLANET FITNESS INC COM CL A
PLKD,.310,N/A,"instrument=PLKD
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.64%,"120,255",+.005,.296,.310,"2,500","2,500",.2955,.320,.2955,.414,.0001,"16,128,304",PLEASANT KIDS INC COM
PLCM,11.18,Downtrend,"instrument=PLCM
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.53%,"1,157,243",-.06,9.50,13.09,1,1,11.33,11.44,10.97,14.22,9.99,"132,449,350",POLYCOM INC COM
PLAB,12.20,Range Bound,"instrument=PLAB
trend=[null, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, null, null, null, null, null]
headPointer=4
separatorPointer=4
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.52%,"1,298,837",+.30,11.76,12.49,4,4,12.00,12.298,11.97,13.05,7.68,"66,982,869",PHOTRONICS INC COM
PIRS,1.88,N/A,"instrument=PIRS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-2.08%,"211,888",-.04,1.52,1.90,1,1,1.91,2.00,1.83,4.40,1.5394,"39,759,530",PIERIS PHARMACEUTICALS INC COM
PICO,9.31,Range Bound,"instrument=PICO
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.32%,"126,285",+.03,7.72,10.91,1,1,9.34,10.1581,9.06,19.20,8.95,"23,017,041",PICO HOLDINGS INC COM
PHYS,8.935,N/A,"instrument=PHYS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.61%,"423,511",-.055,8.92,8.98,7,7,8.92,8.96,8.89,10.84,8.99,"144,610,870",SPROTT PHYSICAL GOLDT TRUST
PHMD,.3702,Range Bound,"instrument=PHMD
trend=[null, GREEN, null, null, null, null, null, null, null, null]
headPointer=1
separatorPointer=1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-7.45%,"388,515",-.0298,.1000,.4600,28,44,.4149,.4149,.3700,2.9500,.2703,"22,081,718",PHOTOMEDEX INC COM
PGTI,10.15,Downtrend,"instrument=PGTI
trend=[null, GREEN_OVER_RED, RED_OVER_GREEN, GREEN_OVER_RED, RED_OVER_GREEN, null, null, null, null, null]
headPointer=4
separatorPointer=4
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.42%,"206,488",+.24,8.42,11.87,1,1,9.99,10.22,9.8601,16.28,8.28,"48,653,104",PGT INC COM
PGRE,17.27,Range Bound,"instrument=PGRE
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.26%,"797,138",-.22,14.27,20.25,1,1,17.57,17.65,17.11,20.21,15.65,"212,111,940",PARAMOUNT GROUP INC COM
PGNX,4.75,Downtrend,"instrument=PGNX
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+2.81%,"1,175,550",+.13,3.54,6.36,1,2,4.67,4.89,4.45,11.15,4.49,"69,805,555",PROGENICS PHARMACEUTICALS COM
PGLC,3.46,Range Bound,"instrument=PGLC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,"66,976",0,3.41,3.70,1,10,3.5604,3.5604,3.44,7.45194,3.04,"21,723,049",PERSHING GOLD CORP COM
