Quote on 1/12/16 15:59:08

NYSE AMEX
Symbol,Last,,Quote Trend,%Change,Volume,Net Chng,Bid,Ask,BS,AS,Open,High,Low,52High,52Low,Shares,Description
LAQ,13.87,N/A,"instrument=LAQ
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.77%,"15,417",-.25,13.92,14.31,2,1,14.35,14.35,13.80,23.12,14.10,"7,448,517",ABERDEEN LATIN AMER EQUITY FND COM
LB,95.12,Range Bound,"instrument=LB
trend=[null, GREEN, GREEN, RED, GREEN, null, null, null, null, null]
headPointer=4
separatorPointer=4
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+2.26%,"1,936,727",+2.10,94.71,95.08,1,1,94.23,96.80,93.95,101.11,75.11,"289,434,390",L BRANDS INC COM
LBY,19.50,Downtrend,"instrument=LBY
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.41%,"167,603",-.08,19.40,28.38,1,1,19.64,19.69,19.077,42.04,19.30,"21,843,851",LIBBEY INC COM
LCI,35.68,Downtrend,"instrument=LCI
trend=[RED, RED_OVER_GREEN, RED, RED_OVER_GREEN, RED, RED, GREEN, RED_OVER_GREEN, RED, RED]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",+1.45%,"680,950",+.51,35.36,36.40,1,1,35.57,36.50,34.13,72.44,33.1301,"36,527,543",LANNETT CO INC COM
LEI,4.34,Uptrend,"instrument=LEI
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+5.34%,"159,123",+.22,3.67,5.45,2,5,4.10,4.80,4.09,11.25,1.23,"1,465,238",LUCAS ENERGY INC COM
LGL,3.6441,N/A,"instrument=LGL
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.01%,400,-.0002,3.43,5.99,2,1,3.5302,3.6441,3.5302,5.47,3.4199,"2,652,779",LGL GROUP INC COM
LNG,33.47,Range Bound,"instrument=LNG
trend=[GREEN, GREEN, GREEN, GREEN, RED, GREEN, GREEN, GREEN, RED, GREEN]
headPointer=5
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-0.95%,"4,637,517",-.32,31.37,33.46,3,1,34.06,34.35,32.83,82.3199,33.30,"236,032,660",CHENIERE ENERGY INC COM
LOV,3.75,Range Bound,"instrument=LOV
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,"111,093",0,3.67,5.46,0,2,3.78,3.8187,3.61,5.10,2.7604,"25,690,893",SPARK NETWORKS INC COM
LPH,<empty>,N/A,"instrument=LPH
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,LONGWEI PETROLEUM INVSTMTS HLD COM
LTS,2.3800,N/A,"instrument=LTS
trend=[null, RED, GREEN, RED, GREEN, RED, null, null, null, null]
headPointer=5
separatorPointer=5
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-1.65%,"195,799",-.04,2.3500,2.7800,1,1,2.4500,2.4600,2.3500,4.0500,1.8000,"183,220,170",LADENBURG THALMANN FINANCIAL COM
MAB,14.7101,N/A,"instrument=MAB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.14%,"9,956",-.1698,14.00,14.85,14,0,14.80,14.84,14.6967,15.20,13.40,"1,768,514",EATON VANCE MASS MUNI BOND FD COM
MBA,<empty>,N/A,"instrument=MBA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,CIBT EDUCATION GROUP INC COM
MBR,<empty>,N/A,"instrument=MBR
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,MERCANTILE BANCORP-QUINCEY COM
MCF,4.11,Downtrend,"instrument=MCF
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.96%,"138,324",-.04,4.10,45.00,0,10,4.27,4.32,3.96,33.17,3.89,"19,403,080",CONTANGO OIL & GAS CO COM
MCZ,.3896,N/A,"instrument=MCZ
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-2.55%,"178,537",-.0102,.3755,.4800,90,26,.3901,.4079,.3751,.7500,.3500,"73,469,571",MAD CATZ INTERACTIVE INC COM
MDF,<empty>,N/A,"instrument=MDF
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,METROPOLITAN HEALTH NETWORK CASH MERGER $11.25/SH 12/24/12
MDGN,4.25,Downtrend,"instrument=MDGN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.71%,"320,529",+.03,4.24,10.00,0,2,4.22,4.4988,3.90,10.25,4.05,"32,860,716",MEDGENICS INC COM
MDGN/WS,.80,N/A,"instrument=MDGN/WS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,200,0,.50,1.40,0,19,.71,.80,.71,4.40,.6506,0,MEDGENICS INC WARRANTS 03/31/16
MDM,2.71,N/A,"instrument=MDM
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,"65,099",0,2.64,3.16,2,1,2.73,2.768,2.66,4.40,2.47,"159,678,830",MOUNTAIN PROVINCE DIAMONDS COM
MDW,.0350,N/A,"instrument=MDW
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,.0400,.0450,0,0,0,0,0,0,0,0,MIDWAY GOLD CORP COM
MEA,117.54,Range Bound,"instrument=MEA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,118.57,101.06,0,0,0,0,0,149.51,100.03,0,METALICO INC CSH MRG $0.60/SH 9/14/15
MFN,<empty>,N/A,"instrument=MFN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,MineFinders Corp. Ltd. Ordinary Shares
MGH,.1300,N/A,"instrument=MGH
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-10.28%,"115,240",-.0149,.1030,.2390,78,6,.1400,.1499,.1300,.3244,.0985,"50,561,381",MINCO GOLD CORP COM
MGN,.3800,N/A,"instrument=MGN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-5.00%,"28,794",-.02,.0001,.5100,"1,000",2,.4000,.4044,.3800,.7400,.1120,"29,814,040",MINES MGT INC COM
MGT,.2600,N/A,"instrument=MGT
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+4.00%,"19,532",+.01,.1900,.4000,3,5,.2348,.2716,.2200,1.0000,.1764,"17,199,665",MGT CAPITAL INVESTMENTS INC COM
MHE,13.47,N/A,"instrument=MHE
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.52%,"19,987",-.07,13.44,14.56,0,8,13.51,13.6014,13.47,15.194,12.84,"2,365,804",BLACKROCK MASS TAX EXEMPT TR COM
MHH,7.3101,N/A,"instrument=MHH
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,2,0,7.12,7.70,1,1,0,0,0,11.50,5.30,"4,353,189",MASTECH HOLDINGS INC COM
MHRpC,2.07,N/A,"instrument=MHRpC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,2.03,2.19,0,0,0,0,0,25.58,2.06,0,MAGNUM HUNTER RESOURCES CORP PFD 10.25% SERIES C
MHRpD,1.76,N/A,"instrument=MHRpD
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,1.62,2.55,0,0,0,0,0,44.45,1.24,0,MAGNUM HUNTER RESOURCES CORP PFD STOCK
MIW,13.70,N/A,"instrument=MIW
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.36%,"4,399",-.05,13.47,14.20,12,12,13.83,13.84,13.63,14.41,13.00,"1,500,065",EATON VANCE MI MUNI BD FUND COM
MMG,<empty>,N/A,"instrument=MMG
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,Metalline Mining Company Common Stock
MMV,14.10,N/A,"instrument=MMV
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.84%,"3,864",+.1172,13.86,14.15,12,0,14.0243,14.12,13.98,14.86,13.19,"2,737,021",EATON VANCE MA MUNI INC COM
MOC,2.44,N/A,"instrument=MOC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+2.09%,"4,479",+.0499,2.28,3.93,2,10,2.3729,2.45,2.36,3.14,1.34,"9,792,618",COMMAND SEC CORP COM
MSL,8.00,N/A,"instrument=MSL
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-1.96%,"53,698",-.16,7.05,11.45,4,1,8.21,8.27,7.95,16.31,8.00,"11,362,149",MIDSOUTH BANCORP INC COM
MSN,1.050,N/A,"instrument=MSN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,"7,133",0,.911,1.080,2,1,1.080,1.080,1.020,1.460,.8199,"27,129,832",EMERSON RADIO CORP CM NEW
MVF,10.34,N/A,"instrument=MVF
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,"102,891",0,10.24,10.69,30,30,10.33,10.38,10.2904,10.59,9.20,"64,042,503",BLACKROCK MUNIVEST FUND INC COM
MVG,6.71,Range Bound,"instrument=MVG
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+1.67%,"38,624",+.11,5.96,7.88,2,1,6.60,6.73,6.48,9.20,5.57,"69,374,241",MAG SILVER CORP COM
MXA,<empty>,N/A,"instrument=MXA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,MINNESOTA MUN INCOME PTFL IN EXC 1:1 10/6/14 670734102
MXC,1.57,N/A,"instrument=MXC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-30.22%,"11,973",-.68,1.55,4.50,0,10,2.0999,2.0999,1.41,6.15,1.64,"2,037,266",MEXCO ENERGY CORP COM
MXN,<empty>,N/A,"instrument=MXN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,FIRST AMERN MINN EXC 0.96710017:1 10/06/14
MZA,16.40,N/A,"instrument=MZA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.18%,"6,866",-.03,16.24,17.19,10,10,16.42,16.42,16.315,17.76,15.56,"4,600,792",BLACKROCK MUNIYIELD ARIZONA FD COM
NAK,.2903,Range Bound,"instrument=NAK
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+3.46%,"83,214",+.0097,.2500,.3300,2,5,.3000,.3000,.2800,.7150,.2800,"130,972,599",NORTHERN DYNASTY MINERALS COM
NBH,15.95,N/A,"instrument=NBH
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.82%,"34,924",+.13,15.89,16.14,0,14,15.88,15.95,15.76,16.29,14.52,"18,766,000",NEUBERGER BERMAN INTMDT FUND COM
NBJ,<empty>,N/A,"instrument=NBJ
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,NUVEEN .90047:1 EXC 4/8/13 670980101
NBO,14.19,N/A,"instrument=NBO
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.70%,"8,033",-.10,14.07,14.57,12,5,14.40,14.61,14.14,14.76,13.34,"5,076,000",NEUBERGER BERMAN NY INT MUNI FD
NBS,142.30,N/A,"instrument=NBS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,132.00,125.78,0,0,0,0,0,149.51,100.03,0,"NEOSTEM, INC N/C 6/8/15 128058104"
NBS/WS,<empty>,N/A,"instrument=NBS/WS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,"NeoStem, Inc. Warrants"
NBW,15.65,N/A,"instrument=NBW
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.38%,"16,324",-.06,15.65,16.28,0,11,15.79,15.86,15.56,17.29,13.88,"5,542,000",NEUBERGER BERMAN CA INT MUNI CLOSED-END FUND
NBY,2.3723,N/A,"instrument=NBY
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.95%,"24,392",+.0223,2.0000,2.4000,10,2,2.3500,2.5100,2.3290,26.2500,1.6250,"3,483,489",NOVABAY PHARMACUETICAL INC COM
NCB,16.84,N/A,"instrument=NCB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.59%,"6,243",-.10,16.83,17.32,0,10,16.95,16.95,16.81,17.65,15.84,"3,287,900",NUVEEN CALIF MUNI VALUE FUND
NCU,<empty>,N/A,"instrument=NCU
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,NUVEEN CALIF PREMIUM MUNI 1.02299:1 EXC 6/9/14 670651108
NEA,13.93,N/A,"instrument=NEA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.22%,"115,912",+.03,13.66,14.05,24,5,13.91,13.95,13.89,14.3601,12.61,"78,883,061",NUVEEN AMT FREE MUNI INCOME FD COM
NEN,50.00,N/A,"instrument=NEN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.53%,"1,290",-.2662,48.00,50.45,1,0,50.25,50.43,50.00,51.75,46.00,"3,768,757",NEW ENGLAND REALTY ASSN LP
NEOP,<empty>,N/A,"instrument=NEOP
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,NEOPROBE CORP N/C 1/5/12 63937X103
NEP,28.66,Range Bound,"instrument=NEP
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.39%,"465,835",+.11,23.78,30.89,1,2,28.80,29.51,28.66,48.2341,19.34,"29,668,745",NEXTERA ENERGY PARTNERS COM
NEWN,.0003,N/A,"instrument=NEWN
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,<empty>,<empty>,<empty>,<empty>,0,0,0,.0390,.0003,"14,711,731",NEW ENERGY SYSTEMS GROUP COM
NFC,<empty>,N/A,"instrument=NFC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,Nuveen Connecticut Dividend Advantage Municipal Fund Common Shares of Beneficial Interest
NFM,<empty>,N/A,"instrument=NFM
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,
NFZ,<empty>,N/A,"instrument=NFZ
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,NUVEEN ARIZONA 1.0023:1 EXC 4/8/13 67061W104
NFZpC,<empty>,N/A,"instrument=NFZpC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,NUVEEN ARIZONA 1:1 EXC 4/8/13 67061W401
NG,3.95,Range Bound,"instrument=NG
trend=[null, GREEN, RED, null, null, null, null, null, null, null]
headPointer=2
separatorPointer=2
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-2.23%,"1,863,495",-.09,3.87,3.99,1,6,3.99,4.01,3.83,4.595,2.65,"317,906,680",NOVAGOLD RESOURCES INC COM
NGB,<empty>,N/A,"instrument=NGB
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,
NGD,2.14,Range Bound,"instrument=NGD
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-3.17%,"7,865,709",-.07,2.12,2.19,4,100,2.16,2.20,2.07,4.92,1.90,"509,164,910",NEW GOLD INC COM
NGK,<empty>,N/A,"instrument=NGK
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,Nuveen Connecticut Dividend Advantage Municipal Fund 2 Common Shares of Beneficial Interest
NGO,<empty>,N/A,"instrument=NGO
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,"Nuveen Connecticut Dividend Advantage Municipal Fund 3 It is a newly organized, non-diversified, closed-end management investment company registered under the 1"
NGX,<empty>,N/A,"instrument=NGX
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,NUVEEN MA AMT FREE MUNI INC FD .960937:1 EXC 6/9/14 67061E10
NHC,61.10,Range Bound,"instrument=NHC
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.59%,"34,990",-.36,59.78,61.10,1,0,61.76,61.98,60.23,69.40,58.98,"14,906,032",NATIONAL HEALTHCARE CORP COM
NHCpA,15.52,N/A,"instrument=NHCpA
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,15.60,16.61,0,0,0,0,0,16.19,15.00,"10,837,000",NATIONAL HEALTHCARE CORP COM
NHS,9.95,N/A,"instrument=NHS
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",-0.40%,"119,791",-.04,8.18,10.05,1,25,10.02,10.0201,9.83,12.82,9.31,"19,540,584",NEUBERGER BERMAN HIGH YIELD STRATEGIES FUND INC
NI,19.54,Range Bound,"instrument=NI
trend=[GREEN, GREEN, RED, GREEN, RED, GREEN, GREEN, GREEN, RED, GREEN]
headPointer=6
separatorPointer=-1
currentSessionEndTime=Wed Jan 13 15:00:00 CST 2016
",-1.26%,"2,405,275",-.25,19.47,19.54,2,1,19.82,19.90,19.46,20.125,16.035,"318,671,280",NISOURCE INC COM
NII,<empty>,N/A,"instrument=NII
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,"Nuveen North Carolina Dividend Advantage Municipal Fund 3 It is a newly organized, non-diversified, closed-end management investment company registered under th"
NIV,0,N/A,"instrument=NIV
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",0.00%,0,0,0,0,0,0,0,0,0,0,0,0,NIVS INTELLIMEDIA TECH GRP COM
NJV,14.69,N/A,"instrument=NJV
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.69%,"4,945",+.10,14.00,14.80,2,1,14.47,14.69,14.45,15.23,13.70,"1,550,036",NUVEEN NJ MUNI FUND
NKG,13.4399,N/A,"instrument=NKG
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.30%,"13,439",+.0399,13.40,13.60,0,5,13.46,13.52,13.38,13.60,12.54,"10,548,790",NUVEEN GA DIV ADV MUN FUND 2 COM
NKL,<empty>,N/A,"instrument=NKL
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,Nuveen Insured California Dividend Advantage Municipal Fund Common Shares of Beneifical Interest
NKO,<empty>,N/A,"instrument=NKO
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,NUVEEN NEW YORK DIVIDEND ADV 1.0318:1 EXC 3/11/13 670656107
NKR,<empty>,N/A,"instrument=NKR
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,NUVEEN AZ DIV ADVTG MUNI FD 2 1.0227:1 EXC 4/8/13 67061W104
NKX,15.50,N/A,"instrument=NKX
trend=[null, null, null, null, null, null, null, null, null, null]
headPointer=0
separatorPointer=-1
currentSessionEndTime=Wed Dec 31 18:00:00 CST 1969
",+0.32%,"88,369",+.05,15.21,18.15,20,1,15.42,15.51,15.41,15.58,13.899,"47,708,456",NUVEEN INS CALIFORNIA AMT FREE CLOSED END
